"","Project","Site","Plot","Grid","Depth_cm","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"128","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20220622_T6","5.615",467.92,"average value of multiple aliquots","0.405",28.93,"average value of multiple aliquots",NA,NA,NA,NA,"20220622",NA,"1600",NA,NA
"129","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20220622_T7","4.765",397.08,"average value of multiple aliquots","0.375",26.79,"average value of multiple aliquots",NA,NA,NA,NA,"20220622",NA,"1809","EDT",NA
"130","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20220613_15CM","12.73",1060.83,NA,"0.78",55.71,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"131","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20220613_15CM","9.96",830,NA,"1",71.43,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"132","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20220613_15CM","10.91",909.17,NA,"0.05",3.57,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"133","COMPASS","TEMPEST","C","B4",15,"TMP_C_B4_20220613_15CM","10.19",849.17,NA,"0.53",37.86,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"134","COMPASS","TEMPEST","SW","I5",15,"TMP_SW_I5_20220613_15CM","14.77",1230.83,NA,"1.28",91.43,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"135","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20220613_15CM","20.02",1668.33,NA,"0.6",42.86,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"136","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20220613_15CM","8.83",735.83,NA,"0.44",31.43,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"137","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20220613_15CM","23.65",1970.83,NA,"0.99",70.71,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"138","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20220613_15CM","10.55",879.17,NA,"0.52",37.14,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"139","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20220613_15CM","19.15",1595.83,NA,"0.84",60,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"140","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20220613_15CM","11.32",943.33,NA,"0.58",41.43,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"141","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20220613_15CM","13.55",1129.17,NA,"0.66",47.14,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"142","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20220613_15CM","9.54",795,NA,"0.4",28.57,NA,NA,NA,NA,NA,"20220613",NA,"1559",NA,"15"
"143","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20220615_15CM","8.43",702.5,NA,"0.4",28.57,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"15"
"144","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20220615_15CM","10.3",858.33,NA,"0.45",32.14,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"15"
"145","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20220615_15CM","20.06",1671.67,NA,"0.06",4.29,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20220615",NA,"1559",NA,NA
"146","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20220615_15CM","17.41",1450.83,NA,"0.66",47.14,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"15"
"147","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20220615_15CM","13.77",1147.5,NA,"0.57",40.71,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,NA
"148","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20220615_15CM","5.06",421.67,NA,"0.28",20,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20220615",NA,"1559",NA,"7"
"149","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20220615_15CM","21.45",1787.5,NA,"0.59",42.14,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"15"
"150","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20220615_15CM","21.12",1760,NA,"0.97",69.29,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"8.5"
"151","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20220615_15CM","13.87",1155.83,NA,"0.88",62.86,NA,NA,NA,NA,NA,"20220615",NA,"1559",NA,"15"
"152","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20220718_15CM","12.69",1057.5,NA,"1.44",102.86,NA,NA,NA,NA,"20220714","20220718","1207","1700","EDT","10"
"153","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20220718_15CM","20.08",1673.33,NA,"0.51",36.43,NA,NA,NA,NA,"20220714","20220718","1207","1700","EDT","10"
"154","COMPASS","TEMPEST","C","B4",15,"TMP_C_B4_20220718_15CM","7.55",629.17,NA,"0.23",16.43,NA,NA,NA,NA,"20220714","20220718","1207","1700","EDT","10"
"155","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20220718_15CM","18.21",1517.5,NA,"0.74",52.86,NA,NA,NA,NA,"20220714","20220718","1207","1559","EDT","10"
"156","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20220718_15CM","7.21",600.83,NA,"0.23",16.43,NA,NA,NA,NA,"20220714","20220718","1030","1515","EDT","10"
"157","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20220718_15CM","11.01",917.5,NA,"0.46",32.86,NA,NA,NA,NA,"20220714","20220718","1030","1515","EDT","10"
"158","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20220721_15CM","11.88",990,NA,"1.07",76.43,NA,NA,NA,NA,"20220718","20220721","1230","1559","EDT","10"
"159","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20220718_15CM","12.17",1014.17,NA,"1.27",90.71,NA,NA,NA,NA,"20220714","20220718","1030","1515","EDT","10"
"160","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20220718_15CM","9.61",800.83,NA,"0.79",56.43,NA,NA,NA,NA,"20220714","20220718","1030","1515","EDT","8"
"161","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20220718_15CM","14.7",1225,NA,"0.57",40.71,NA,NA,NA,NA,"20220714","20220718","1030","1515","EDT","10"
"162","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20220718_15CM","9.15",762.5,NA,"0.47",33.57,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"163","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20220718_15CM","19.29",1607.5,NA,"5.07",362.14,"value above cal curve",NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"164","COMPASS","TEMPEST","SW","F4",15,"TMP_SW_F4_20220718_15CM","7.66",638.33,NA,"0.62",44.29,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","9"
"165","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20220718_15CM","21.99",1832.5,NA,"0.7",50,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"166","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20220718_15CM","6.11",509.17,NA,"0.44",31.43,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"167","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20220718_15CM","4.94",411.67,NA,"0.41",29.29,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"168","COMPASS","TEMPEST","SW","I5",15,"TMP_SW_I5_20220718_15CM","15.02",1251.67,NA,"1.07",76.43,NA,NA,NA,NA,"20220714","20220718","1120","1605","EDT","10"
"169","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20220721_15CM","16.28",1356.67,NA,"1.15",82.14,NA,NA,NA,NA,"20220718","20220721","1130","1600","EDT","10"
"170","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20220721_15CM","8.83",735.83,NA,"0.46",32.86,NA,NA,NA,NA,"20220718","20220721","1130","1600","EDT","9.5"
"171","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20220721_15CM","16.45",1370.83,NA,"0.81",57.86,NA,NA,NA,NA,"20220718","20220721","1130","1600","EDT","10"
"172","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20220721_15CM","86.27",7189.17,NA,"2.94",210,NA,NA,NA,NA,"20220718","20220721","1205","1559","EDT","10"
"173","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20220808_15CM","20.09",1674.17,NA,"0.61",43.57,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"174","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20220808_15CM","15.89",1324.17,NA,"0.58",41.43,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"175","COMPASS","TEMPEST","C","B4",15,"TMP_C_B4_20220808_15CM","10.61",884.17,NA,"0.45",32.14,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"176","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20220808_15CM","11.37",947.5,NA,"0.41",29.29,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"177","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20220808_15CM","12.71",1059.17,NA,"0.93",66.43,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"178","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20220808_15CM","15.7",1308.33,NA,"0.5",35.71,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"179","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20220808_15CM","23.39",1949.17,NA,"0.71",50.71,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"180","COMPASS","TEMPEST","C","C3",15,"TMP_C_C3_20220808_15CM","16.66",1388.33,NA,"0.49",35,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"181","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20220808_15CM","13.45",1120.83,NA,"1.73",123.57,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"182","COMPASS","TEMPEST","C","F4",15,"TMP_C_F4_20220808_15CM","14.43",1202.5,NA,"0.59",42.14,NA,NA,NA,NA,"20220805","20220808","1400","1900","EDT","10"
"183","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20220808_15CM","14.84",1236.67,NA,"0.53",37.86,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"184","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20220808_15CM","9.31",775.83,NA,"0.41",29.29,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"185","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20220808_15CM","14.67",1222.5,NA,"0.73",52.14,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"186","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20220808_15CM","11.59",965.83,NA,"0.46",32.86,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"187","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20220808_15CM","14.9",1241.67,NA,"1.9",135.71,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"188","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20220808_15CM","12.08",1006.67,NA,"0.49",35,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"189","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20220808_15CM","18.81",1567.5,NA,"0.75",53.57,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"190","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20220808_15CM","10.3",858.33,NA,"0.54",38.57,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","8"
"191","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20220808_15CM","16.38",1365,NA,"0.6",42.86,NA,NA,NA,NA,"20220805","20220808","1145","1650","EDT","10"
"192","COMPASS","TEMPEST","SW","F4",15,"TMP_SW_F4_20220808_15CM","33.7",2808.33,NA,"1.19",85,NA,NA,NA,"light yellow","20220805","20220808","1255","1756","EDT","10"
"193","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20220808_15CM","38.01",3167.5,NA,"1.29",92.14,NA,NA,NA,"Dark yellow","20220805","20220808","1255","1756","EDT","10"
"194","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20220808_15CM","84.9",7075,NA,"1.95",139.29,NA,NA,NA,"Dark yellow","20220805","20220808","1255","1756","EDT","10"
"195","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20220808_15CM","24.83",2069.17,NA,"1.11",79.29,NA,NA,NA,"light yellow","20220805","20220808","1255","1756","EDT","10"
"196","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20220808_15CM","12.87",1072.5,NA,"0.66",47.14,NA,NA,NA,NA,"20220805","20220808","1255","1756","EDT","10"
"197","COMPASS","TEMPEST","SW","I5",15,"TMP_SW_I5_20220808_15CM","20.27",1689.17,NA,"0.82",58.57,NA,NA,NA,NA,"20220805","20220808","1255","1756","EDT","10"
"198","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20220808_15CM","16.19",1349.17,NA,"0.6",42.86,NA,NA,NA,NA,"20220805","20220808","1255","1756","EDT","10"
"199","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20220808_15CM","18.85",1570.83,NA,"0.73",52.14,NA,NA,NA,NA,"20220805","20220808","1255","1559","EDT","10"
"200","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20220811_15CM","83.08",6923.33,"average value of multiple aliquots","2.97",212.14,"average value of multiple aliquots",NA,NA,"Dark yellow","20220808","20220811",NA,"1559","EDT","10"
"201","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20220912_15CM","25",2083.33,NA,"0.84",60,NA,NA,NA,NA,"20220909","20220912","1000","1435","EDT","10"
"202","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20220912_15CM","17.31",1442.5,NA,"0.59",42.14,NA,NA,NA,NA,"20220909","20220912","1000","1435","EDT","10"
"203","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20220912_15CM","11.21",934.17,NA,"0.52",37.14,NA,NA,NA,NA,"20220909","20220912","1000","1435","EDT","10"
"204","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20220912_15CM","20.45",1704.17,NA,"0.79",56.43,NA,NA,NA,NA,"20220909","20220912","1125","1607","EDT","10"
"205","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20220912_15CM","23.83",1985.83,NA,"1.16",82.86,NA,NA,NA,NA,"20220909","20220912","1125","1607","EDT","9"
"206","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20220912_15CM","75.62",6301.67,NA,"1.8",128.57,NA,NA,NA,NA,"20220909","20220912","1040","1520","EDT","10"
"207","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20220912_15CM","13.25",1104.17,NA,"0.61",43.57,NA,NA,NA,NA,"20220909","20220912","1040","1520","EDT","9"
"208","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20220915_15CM","11.13",927.5,NA,"0.6",42.86,NA,NA,NA,NA,"20220912","20220915","1028","1500","EDT","10"
"209","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20220915_15CM","23.46",1955,NA,"3.27",233.57,"value above cal curve",NA,NA,NA,"20220912","20220915","1028","1500","EDT","10"
"210","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20220915_15CM","15.9",1325,NA,"0.49",35,NA,NA,NA,NA,"20220912","20220915","1028","1500","EDT","10"
"211","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20220915_15CM","22.43",1869.17,NA,"0.8",57.14,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"212","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20220915_15CM","8.16",680,NA,"0.4",28.57,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","8"
"213","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20220915_15CM","21.35",1779.17,NA,"0.72",51.43,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"214","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20220915_15CM","8.6",716.67,NA,"0.37",26.43,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"215","COMPASS","TEMPEST","FW","F6",15,"TMP_FW_F6_20220915_15CM","16.19",1349.17,NA,"0.76",54.29,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"216","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20220915_15CM","16.62",1385,NA,"2.87",205,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"217","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20220912_15CM","13.3",1108.33,NA,"0.75",53.57,NA,NA,NA,NA,"20220909","20220912","1125","1559","EDT","9"
"218","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20220915_15CM","17.36",1446.67,NA,"0.57",40.71,NA,NA,NA,NA,"20220912","20220915","1200","1648","EDT","10"
"219","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20220915_15CM","86.81",7234.17,NA,"2.78",198.57,NA,NA,NA,"Dark yellow in color","20220912","20220915","1112","1558","EDT","10"
"220","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20220915_15CM","21.94",1828.33,NA,"3.06",218.57,"value above cal curve",NA,NA,NA,"20220912","20220915","1112","1558","EDT","10"
"221","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20220915_15CM","54.58",4548.33,NA,"1.84",131.43,NA,NA,NA,NA,"20220912","20220915","1112","1558","EDT","10"
"222","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20220915_15CM","26.22",2185,NA,"0.97",69.29,NA,NA,NA,"Very light yellow in color","20220912","20220915","1112","1558","EDT","10"
"223","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20220915_15CM","45.66",3805,NA,"1.45",103.57,NA,NA,NA,"light yellow in color","20220912","20220915","1112","1558","EDT","10"
"224","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20221019_15CM","19.4",1616.67,NA,"0.59",42.14,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","10"
"225","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20221019_15CM","15.72",1310,NA,"0.5",35.71,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","10"
"226","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20221019_15CM","6.9",575,NA,"0.24",17.14,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","10"
"227","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20221019_15CM","10.2",850,NA,"0.31",22.14,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","10"
"228","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20221019_15CM","12.13",1010.83,NA,"0.38",27.14,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","9"
"229","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20221019_15CM","14.79",1232.5,NA,"0.39",27.86,NA,NA,NA,NA,"20221017","20221019","1625","2057","EDT","10"
"230","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20221024_15CM","11.49",957.5,NA,"0.38",27.14,NA,NA,NA,NA,"20221021","20221024","1035","1559","EDT","1.5"
"231","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20221019_15CM","12.5",1041.67,NA,"0.38",27.14,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"232","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20221019_15CM","11.44",953.33,NA,"0.32",22.86,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"233","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20221019_15CM","11.76",980,NA,"0.5",35.71,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"234","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20221019_15CM","15.04",1253.33,NA,"0.56",40,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"235","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20221019_15CM","13.23",1102.5,NA,"0.38",27.14,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"236","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20221019_15CM","15.08",1256.67,NA,"0.48",34.29,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"237","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20221019_15CM","10.08",840,NA,"0.35",25,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","8"
"238","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20221019_15CM","21.68",1806.67,NA,"0.86",61.43,NA,NA,NA,NA,"20221017","20221019","1500","1939","EDT","10"
"239","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20221019_15CM","14.76",1230,NA,"0.51",36.43,NA,NA,NA,NA,"20221017","20221019","1540","2020","EDT","10"
"240","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20221019_15CM","45.83",3819.17,NA,"2",142.86,NA,NA,NA,"Light yellow","20221017","20221019","1540","2020","EDT","10"
"241","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20221019_15CM","109.2",9100,NA,"4.39",313.57,"value above cal curve",NA,NA,"yellow","20221017","20221019","1540","2020","EDT","10"
"242","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20221019_15CM","27.6",2300,NA,"0.89",63.57,NA,NA,NA,NA,"20221017","20221019","1540","2020","EDT","10"
"243","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20221019_15CM","52.57",4380.83,NA,"1.33",95,NA,NA,NA,"yellow","20221017","20221019","1540","2020","EDT","10"
"244","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20221019_15CM","37.03",3085.83,NA,"1.04",74.29,NA,NA,NA,"Light yellow","20221017","20221019","1540","2020","EDT","10"
"245","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20221019_15CM","44.55",3712.5,NA,"1.46",104.29,NA,NA,NA,"Light yellow","20221017","20221019","1540","2020","EDT","10"
"246","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20221128_15CM","15.94",1328.33,NA,"0.52",37.14,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","15"
"247","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20221128_15CM","15.13",1260.83,NA,"0.43",30.71,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","15"
"248","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20221128_15CM","9.01",750.83,NA,"0.34",24.29,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","13.5"
"249","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20221128_15CM","15.15",1262.5,NA,"0.58",41.43,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","15"
"250","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20221128_15CM","10.03",835.83,NA,"0.48",34.29,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","14.5"
"251","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20221128_15CM","12.31",1025.83,NA,"0.6",42.86,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","14"
"252","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20221128_15CM","16.53",1377.5,NA,"0.62",44.29,NA,NA,NA,NA,"20221125","20221128","1414","2028","EST","15"
"253","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20221128_15CM","8.79",732.5,NA,"0.32",22.86,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","15"
"254","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20221128_15CM","15.01",1250.83,NA,"0.46",32.86,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","15"
"255","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20221128_15CM","15.72",1310,NA,"0.47",33.57,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","14"
"256","COMPASS","TEMPEST","C","B4",15,"TMP_C_B4_20221128_15CM","7.48",623.33,NA,"0.24",17.14,"blank is ≥ 25% of sample value",NA,NA,NA,"20221125","20221128","1023","1742","EST","15"
"257","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20221128_15CM","14.55",1212.5,NA,"0.42",30,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","13"
"258","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20221128_15CM","8.28",690,NA,"0.28",20,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","15"
"259","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20221128_15CM","7.13",594.17,NA,"0.32",22.86,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","15"
"260","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20221128_15CM","19.2",1600,NA,"0.81",57.86,NA,NA,NA,NA,"20221125","20221128","1023","1742","EST","13"
"261","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20221128_15CM","65.26",5438.33,NA,"1.49",106.43,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","15"
"262","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20221128_15CM","28.31",2359.17,NA,"0.91",65,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","13"
"263","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20221128_15CM","23.28",1940,NA,"0.94",67.14,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","15"
"264","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20221128_15CM","43.48",3623.33,NA,"1.24",88.57,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","15"
"265","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20221128_15CM","35.85",2987.5,NA,"1.08",77.14,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","13.5"
"266","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20221128_15CM","42.99",3582.5,NA,"1.39",99.29,NA,NA,NA,NA,"20221125","20221128","1245","1902","EST","15"
"267","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20221201_15CM","9.79",815.83,NA,"0.81",57.86,NA,NA,NA,NA,"20221128","20221201","1420","1949","EST","15"
"268","COMPASS","TEMPEST","C","C3",15,"TMP_C_C3_20221201_15CM","16.1",1341.67,NA,"0.46",32.86,NA,NA,NA,NA,"20221128","20221201","1120","1706","EST","11"
