date,Project,plot,grid,sample_name,evacuation_datetime,collection_datetime,tz,doc_mg_l,tdn_mg_l,doc_flag,tdn_flag
2024-12-13,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20241213,2024-12-10T22:18:00Z,2024-12-13T23:15:00Z,EST,18.69,0.4601,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20241213,2024-12-10T22:06:00Z,2024-12-13T19:58:00Z,EST,15.61,0.4696,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20241213,2024-12-10T22:09:00Z,2024-12-13T19:46:00Z,EST,31.91,0.7914,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20241213,2024-12-10T22:02:00Z,2024-12-13T20:18:00Z,EST,29.35,0.6181,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20241213,2024-12-10T21:59:00Z,2024-12-13T20:05:00Z,EST,27.75,0.6039,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20241213,2024-12-10T21:47:00Z,2024-12-13T19:20:00Z,EST,38.88,0.7444,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,F6,FW_F6_DOC_20241213,2024-12-10T21:56:00Z,2024-12-13T19:02:00Z,EST,28.01,0.602,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20241213,2024-12-10T21:45:00Z,2024-12-13T19:11:00Z,EST,11.21,0.3698,NA,NA
2024-12-13,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20241213,2024-12-10T21:41:00Z,2024-12-13T18:36:00Z,EST,26.17,0.9024,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20241213,2024-12-10T20:23:00Z,2024-12-13T21:57:00Z,EST,20.35,0.7158,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20241213,2024-12-10T20:25:00Z,2024-12-13T21:46:00Z,EST,14.9,0.4805,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20241213,2024-12-10T20:03:00Z,2024-12-13T20:36:00Z,EST,16.49,0.5017,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20241213,2024-12-10T20:07:00Z,2024-12-13T20:54:00Z,EST,6.668,0.2709,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20241213,2024-12-10T20:12:00Z,2024-12-13T21:06:00Z,EST,26.37,0.8326,NA,NA
2024-12-13,COMPASS: TEMPEST,Saltwater,I5,SW_I5_DOC_20241213,2024-12-10T20:14:00Z,2024-12-13T21:18:00Z,EST,12.62,0.8358,NA,NA
2024-12-12,COMPASS: TEMPEST,CTRL,NA,TMP_CTRL_Rain_20241212,NA,NA,NA,11.05,0.3805,NA,NA
2024-12-12,COMPASS: TEMPEST,Freshwater,NA,TMP_FW_Rain_20241212,NA,NA,NA,7.418,0.5626,NA,NA
2024-12-12,COMPASS: TEMPEST,Saltwater,NA,TMP_SW_Rain_20241212,NA,NA,NA,10.26,0.4637,NA,NA
