RUNSTARTED,1770664789,2/9/2026 14:19,,,Concentration,Absorbance,,Dilution,,,,,,
RESULT,45,C14,Auto Spike,69,0.118117,0.050463,0,0,0,0,mg P/L,o-PHOS 0.3,1770684117,2/9/2026 19:41
QCPRORESULT,AUTO SPIKE,77.457558,1770684117,,,,,,,,,,,
QCPRODECISION,IN,1770684117,,,,,,,,,,,,
RESULT,-3,C11,0.15 mg/L,70,0.142458,0.062589,0,0,0,0,mg P/L,o-PHOS 0.3,1770684197,2/9/2026 19:43
QCPRORESULT,NORMAL,0,1770684197,,,,,,,,,,,
QCPRODECISION,IN,1770684197,,,,,,,,,,,,
RESULT,-3,C12,Blank,71,0.00073,0.000951,0,0,0,0,mg P/L,o-PHOS 0.3,1770684277,2/9/2026 19:44
QCPRORESULT,NORMAL,0,1770684277,,,,,,,,,,,
QCPRODECISION,IN,1770684277,,,,,,,,,,,,
RESULT,46,U42,PE_chk,72,0.732381,0.319146,0,0,0,19,mg P/L,o-PHOS 0.3,1770684357,2/9/2026 19:45
AUTODILUTION,APPROVED,1770684357,,,,,,,,,,,,
AUTODILUTION,ADDED,1770684357,,,,,,,,,,,,
RESULT,46,C13,Duplicate,73,0.74185,0.323264,0,0,0,0,mg P/L,o-PHOS 0.3,1770684437,2/9/2026 19:47
QCPRORESULT,DUPLICATE,1.28463,1770684437,,,,,,,,,,,
QCPRODECISION,IN,1770684437,,,,,,,,,,,,
AUTODILUTION,APPROVED,1770684439,,,,,,,,,,,,
AUTODILUTION,ADDED,1770684439,,,,,,,,,,,,
RESULT,-3,C11,0.15 mg/L,74,0.146342,0.064278,0,0,0,0,mg P/L,o-PHOS 0.3,1770684517,2/9/2026 19:48
QCPRORESULT,NORMAL,0,1770684517,,,,,,,,,,,
QCPRODECISION,IN,1770684517,,,,,,,,,,,,
RESULT,-3,C12,Blank,75,0.001155,0.001136,0,0,0,0,mg P/L,o-PHOS 0.3,1770684597,2/9/2026 19:49
QCPRORESULT,NORMAL,0,1770684597,,,,,,,,,,,
QCPRODECISION,IN,1770684597,,,,,,,,,,,,
RESULT,33,U29,TMP_SW_C3_T6_20240614,49,0.005983,0.001154,0,5,0,0,mg P/L,o-PHOS 0.3,1770685598,2/9/2026 20:06
RESULT,46,U42,PE_chk,72,0.834643,0.073231,0,5,0,0,mg P/L,o-PHOS 0.3,1770685678,2/9/2026 20:07
RESULT,46,C13,Duplicate,73,0.846363,0.07425,0,5,0,0,mg P/L,o-PHOS 0.3,1770685758,2/9/2026 20:09
QCPRORESULT,DUPLICATE,1.39439,1770685758,,,,,,,,,,,
QCPRODECISION,IN,1770685758,,,,,,,,,,,,
RUNENDED,1770685839,COMPLETE,,,,,,,,,,,,
